698433393_190	said fag mean made 4 peopl killthemselv
698433393_191	your probablt fat fuck ugli nigger
698433393_192	poor matthew kid
698433393_193	tyler that point say mani peopl commit suicid thing peopl like nash
698433393_194	exact point blank period
698433393_195	suprenlo coo
698433393_196	hes overr jerk popular 12 year old think hes cute
698433393_197	mari antoinett
698433393_198	the peopl think noth wrong ignor dumb tbh
698433393_199	andrew
698433393_200	brookelyn jone
698433393_201	#deletenashgri
698433393_202	idk make wanna beat shit scrawni ass hell wish gay im thru
698433393_203	i mean i dont endors violenc yeah i saw nash real lifeh would get worst glitter bomb ever
698433393_204	nash fault kid kill clear say articl kid
698433393_205	school bulli
698433393_206	nash mightv use slur someon els obvious didnt mean toward terribl accus
698433393_207	contribut mani kid death
698433393_208	accus
698433393_209	kati muller never said contribut show ugli damag word like thank 4 input
698433393_210	no one ever said fault it peopl like that hate gay mess em kati muller
698433393_211	peopl like make peopl sad depress
698433393_212	that lead cut suicid nash 11 million fan most
698433393_213	impression teenag girl they could seen vine thought
698433393_214	it okay cool call peopl get hiv test fag
698433393_215	that lead death kati muller
698433393_216	alyssa nicol great nash asshol delet cyberspac planet forev
698433393_217	this disturb
698433393_218	casslay bellisario i read book base matthew shepard one
698433393_219	lol guy idol fuck h8rs
698433393_220	conconexplos even see idol becaus hes white teenag girl voic hes so hawt
698433393_221	you think eye just use logic pleas
698433393_222	smh conconexplos
698433393_223	jenni martinez dood rekt emo fag degener best
698433393_224	so someon love gay would call faf tell
698433393_225	conconexplos
698433393_226	junglejim4322@yahoocom
698433393_227	jenni martinez i wouldnt like someon gay
698433393_228	so let say best friend told hesh gay
698433393_229	you would call fag tell kill
698433393_230	conconexplos
698433393_231	so let lesson nash grier fan essenti condon bulli homophobia #falseidol #homophob
698433393_232	smh nash smh
698433393_233	let let racist ignor sexist homophob fan hater breed pls nash gtf off vine
698433393_234	brianna blackmor tsk tsk
698433393_235	lili life saver
698433393_236	peopl make excus guy stupid cant say oh young fault
698433393_237	im 13 know u shld shouldnt put internet
698433393_238	nash grier
698433393_239	#deletenash
698433393_240	nash grier
698433393_241	#deletenash #deletenash #deletenashgri suck
698433393_242	nash grier
698433393_243	everyon tag
698433393_244	nash grier
698433393_245	nash grier
698433393_246	i wonder dumb ass fangirl magcon go make see
698433393_247	nash grier
698433393_248	nash grier
698433393_249	nash grier
698433393_250	nash grier
698433393_251	nash grier
698433393_252	nash grier homophob okay he live hous
698433393_253	shelbi
698433393_254	makeitradedit 7 right
698433393_255	fuck nash grier
698433393_256	mira
698433393_257	sma tee
698433393_258	homophob mean accept hous sma tee rachel srinath
698433393_259	rachel srinath quot vine
698433393_260	mira quot vine im stupid
698433393_261	nash grier
698433393_262	nash grier tag u hard
698433393_263	nash grier pls deactiv
698433393_264	i agre
698433393_265	they delet nash
698433393_266	god bless post
698433393_267	nash grier
698433393_268	nash grier
698433393_269	what even say i dont understand
698433393_270	a book one young men kill octob mourn a song matthew shepard lesli newman
698433393_271	nash grier
698433393_272	mayb didnt mean like i dont think would say it defiant ok said
698433393_273	natali centrella
698433393_274	i dont get nash wrong nash b i love stop hate home bc never didsaid anyth wrong
698433393_275	tbh i dont like nash need realiz lot peopl use fag joke way toward friend
698433393_276	yes wrong isnt one im sure even use fag gay insult least
698433393_277	life need chill realiz joke
698433393_278	alayna green get messag vine joke caus mani suicid peopl
698433393_279	alayna green think theyr joke dont realiz kid might get hurt either
698433393_280	alayna green havent come yet peopl say think gay insult
698433393_281	alayna green never call anybodi fag life rais better go
698433393_282	alayna green experi doesnt hurt tough shell come insult other
698433393_283	alayna green hurt much lead kill yes read kill
698433393_284	talk friend like random person i understand messag vine i wasnt
698433393_285	alayna green call someon name someon might take real offens never okay im tri rude
698433393_286	say right i say isnt one
698433393_287	alayna green want get messag read pleas respect
698433393_288	oh complet understand your tri say im tri defend nash i person dont like
698433393_289	alayna green say famili gone much hear joke
698433393_290	tri say shit ton peopl joke around even though shouldnt
698433393_291	alayna green talk bulli hope dont say anyth rude dont want fight
698433393_292	im say peopl video tri say famili joke i say nash
698433393_293	say joke
698433393_294	im go say anyth rude
698433393_295	alayna green im passion kind stuff wont toler kind joke hope everybodi
698433393_296	alayna green read wont get mad hope wonder day
698433393_297	person i dont use joke friend i wont i know someon would take itartifici andrew
698433393_298	sorri misunderstand artifici andrew
698433393_299	#nashdeactiv #bulli #noh8 #equal #awar #suicideprevent #suicid #wordshurt #wordskil #itgetsbett
698433393_300	wait im new vine
698433393_301	sad
698433393_302	joseph popular media attract mindless stuff howev proven complet
698433393_303	joseph jerk shame women gay video tweet popular messup liter video
698433393_304	joseph told girl need shave everi part bodi that guy look girl
698433393_305	cameron espinosa everyon make mistak honey you cant go back
698433393_306	#deletenash
698433393_307	oh god oo realli oh god
698433393_308	#deletenash
698433393_309	stop azeria #deletecameron seem like wonder person
698433393_310	pjxtr seem wonder
698433393_311	cameron af #kysazeria hes inspir figur i see love much
698433393_312	sad disgust peopl still love say save life yeah disgust homophob
698433393_313	rodent like save live sad societi make talentless scum douchebag like famous
698433393_314	disgust
698433393_315	theyr littl kid
698433393_316	i disgust
698433393_317	im cri hard isnt okay
698433393_318	this need way review import
698433393_319	this wrong
698433393_320	nash grier
698433393_321	a lot peopl need see okay
698433393_322	amymcdad
698433393_323	thatgirl do still like nash
698433393_324	nash grier #deletenash
698433394	black widow vine by tim miranda like revin and follow for more
698433394_0	i love
698433394_1	song
698433394_2	song
698433394_3	song
698433394_4	song
698433394_5	nice
698433394_6	iggi black widow
698433394_7	hadel
698433394_8	humberto lopez edwin achurra xjose5
698433394_9	ooh cooool emma xndxrsxn
698433394_10	black widow iggi
698433394_11	aleigh2
698433394_12	ashley tucker olivia robson
698433394_13	cameron olivi
698433394_14	zge sofia lker
698433394_15	dis da song kenza khattala lauramay
698433394_16	wtf rowena smoke trick realli rowena
698433394_17	song
698433394_18	hadi wahdan
698433394_19	mollz
698433394_20	this awesom
698433394_21	smoke trick u serious u tri get peopl smoke die wtf
698433394_22	yassmeen alkherb
698433394_23	it hooka
698433394_24	jeffrey eli miller
698433394_25	joeli mcgowan
698433394_26	skyler kolbeck
698433394_27	nice trick dont smoke
698433394_28	casey ellison
698433394_29	what remix
698433394_30	fuck sick
698433394_31	jennif broter omg
698433394_32	that encourag peopl smoke
698433394_33	dolma
698433394_34	nabila k
698433394_35	josephin vermeulen
698433394_36	@sophiemaelai
698433394_37	sophi lai
698433394_38	adrian garciandia jooni julenno
698433394_39	micah placek zack partin
698433394_40	lucymurray
698433394_41	song
698433394_42	it sky duh black widow
698433394_43	sarbear42
698433394_44	shelbi nicol
698433394_45	black widow rogu remix freddyayach
698433394_46	thank
698433394_47	gabriela quaresma
698433394_48	emili kuch
698433394_49	black widow roug remix
698433394_50	krystal meth
698433394_51	lefty112
698433394_52	floralutfi
698433394_53	everyon follow revin vine ill follow back
698433394_54	song
698433394_55	poppin
698433394_56	show
698433394_57	sarah kauffman
698433394_58	black wideo remix
698433394_59	woolf27
698433395	let say niall realli want girl
698433395_0	#niallhoran #liampayn #zaynmalik #louistomlinson #harrystyl #onedirect #edit #happybirthdaycalum #audio
698433395_1	audio mukes
698433395_2	this also dedic kimmyoffici shes sweet plus girl niall want
698433395_3	#mukes
698433395_4	suttonbassett
698433395_5	breanna gage holi fuck life
698433395_6	gia curtan woah
698433395_7	omg 1d daili edit laurenb
698433395_8	holi unholythought
698433395_9	jess capossela holi shit could you imagin
698433395_10	etain mckinney
698433395_11	yesenia cecili brenda navarret wth
698433395_12	this is good omg the audio
698433395_13	shit maillebola chhave
698433395_14	izzi laila c cheesebal cx audio
698433395_15	the audio like holi shit maillebola chhave
698433395_16	o shit
698433395_17	thank it mean much tommo ffs fatou lexi sbardella cooler cami drpr alicia diellza
698433395_18	diellza omia harri heart emoji breanna gage gia curtan tiff
698433395_19	hey love know free music app put vine togeth ipad
698433395_20	np teenag dirtbag
698433395_21	kara william
698433395_22	cool idek maya patel
698433395_23	who made audio
698433395_24	this audio is kill me
698433395_25	zee audio made mukes #mukes want like go follow account
698433395_26	onceuponasyd
698433395_27	nicol cushman def got
698433395_28	#basicstyleslook
698433395_29	shit that creepi
698433395_30	i love this audio
698433395_31	oh my shit this is so cool
698433395_32	this fuck agsjskdlfjk
698433395_33	where i get song
698433395_34	the account mukes made audio so go check sydney stromm
698433395_35	isabella c
698433395_36	this gave weird ass feel im like aww love im like crazi tho ya feel
698433395_37	song
698433395_38	can u post youtub
698433395_39	averi i need
698433395_40	post youtub sydbidi
698433395_41	horancak
698433396	glamm lyfe rite ladi lycia faith selfiec gabbi berri cancer vine
698433396_0	heidi lemast
698433396_1	true
698433396_2	gabbi thot
698433396_3	omg true
698433396_4	this great
698433396_5	lycia pretti rest nah
698433396_6	bane thank
698433396_7	but theyr ugli i guess opinion thing
698433396_8	ehh lycia alright just annoy fuck
698433396_9	lmfaoo
698433396_10	lycia fine af rest i agre lmfao
698433396_11	lol selfiec puke end
698433396_12	what happen last chick end like origin video
698433396_13	jasmin and tiana
698433396_14	kokain kathi
698433396_15	crusti ass bitch
698433396_16	bdznszxgha qqemma harrington dinathecat
698433396_17	i think lycia hot doe
698433396_18	shay golden
698433396_19	ohmigid
698433396_20	sam ditmyer
698433396_21	bane douch
698433396_22	the struggl
698433396_23	lol
698433396_24	justin bane cool man
698433396_25	hi name jake i disagre he block
698433396_26	justin depend block reason
698433396_27	i good reason i dont block peopl reason hi name jake
698433396_28	hi name jake i disagre post rix
698433396_29	mike rockk
698433396_30	iwannabeviolet
698433396_31	play hard robert p made video glam eatingdrink gross thing lycia puke end
698433396_32	hey hi name jake didnt @magcon fag vine alreadi #vinest
698433396_33	truth idk fuck your talk bet magcon fag didnt even make type vine idiot
698433396_34	truth lol type @magcon fag noth came stop lie littl chode mongler
698433396_35	stfu hi name jake
698433396_36	braden doyl man shut fuck
698433396_37	owen gillard
698433396_38	hi name jake lol know exact im talk u get mad
698433396_39	magcon gave herp
698433396_40	truth dont like peopl accus steal vine
698433396_41	truth didnt know talk bout fuck idiot
698433396_42	sir tag i tag right mayb u didnt see hi name jake
698433396_43	truth tag put comment wake
698433396_44	truth never saw vine cant accus steal vid never say
698433396_45	saw
698433396_46	lol u never saw hi name jake
698433396_47	truth obvious
698433396_48	ur funni u 5 year old
698433396_49	braden doyl guess that follow idiot
698433396_50	sarah muff
698433396_51	hello alyssa mari
698433396_52	selfiec ew ugli bitch
698433396_53	calebbielski
698433396_54	sofi bofi
698433396_55	idk nena
698433396_56	omfg stfu shirin
698433396_57	jack thompson
698433396_58	spongebob
698433396_59	selfiec lycia faith
698433396_60	leav peopl alon need life
698433396_61	yes jane codi turnt
698433396_62	hannah greeni hahahahhaah
698433396_63	hahahahaha greatest thing world cosett
698433396_64	omg
698433396_65	gino franconi girl school
698433396_66	best thing ever idkxnsnanxkzkan
698433396_67	g get the fuck out of here you fagcon piec of shit
698433396_69	shrishri
698433396_70	g blow cunt whore
698433396_72	samantha crane ashley
698433396_73	hahahahaconnor serrano
698433396_74	elizabeth i watch
698433396_75	mecca
698433396_76	esmeralda barragan
698433396_77	power up alexi
698433396_78	shrishri
698433396_79	ashley shreve
698433396_80	jasmin duboi
698433396_81	omfg
698433396_82	selma muminov
698433396_83	selfiec
698433396_84	wait this one better cori hous
698433396_85	no wonder lycia faith block u dont blame
698433396_86	lili deegan
698433396_88	jaden davi need tissu
698433396_89	clair kuliesh
698433396_90	lycia love rest nos
698433396_91	elizabeth stupid glamss gabbi lycia alexia maya safari gage selfi c
698433396_92	greentea rememb
698433396_93	magconor nah
698433396_94	hi name jake ive seen look like talk
698433396_95	eatheathyl ohhh im scare fuck leav
698433396_96	you think hot shit well better
698433396_97	eatheathyl uhhhhh okay
698433396_98	fuck
698433396_99	eatheathyl bitch
698433397	my nephew in here joan on my aunt
698433397_1	my homi hit pose lls
698433397_2	ale k nooo
698433397_3	younggod thank much help earlier mean lot merri christma man
698433397_4	lmaooooo holi fuck
698433397_5	waaaaait lmbo
698433397_7	dat laugh doe
698433397_8	whitt yanni achill
698433397_9	shelia laugh tho lmao
698433397_10	lol ass whoopin
698433397_11	hell na
698433397_12	that terribl lol
698433397_13	jajajajaja
698433397_14	disrespect
698433397_15	that mest
698433397_16	i would smack shit nephew
698433397_17	i person whoop
698433397_18	im go ensur children treat like one day toy johnson
698433397_20	dewain hollman
698433398	got 3 day releas breath
698433398_0	yeeesssss
698433398_1	lmao
698433398_2	foreverloy
698433398_3	kik though @ mcmxcvi
698433398_4	diamond amison
698433398_5	tru iforeign
698433398_6	i wish nigga would give 3 day breath lmao
698433398_7	erin davi
698433398_8	triniti mobley madison chanel chapman
698433398_9	so true #
698433398_10	nigga gotta fight tryna give 3 day breath
698433398_11	felicite
698433398_12	lauren anschuetz
698433398_13	alli martini shes asian black lol
698433398_14	mia
698433398_15	tenekia catreec tiara asian lol
698433398_16	shid u
698433398_17	kyla leshea kiera riddl
698433398_18	indiasanaa
698433398_19	and white black lol christina massalski
698433398_20	christina massalski lol
698433398_21	sidney aguilar
698433398_22	kiran lmdaoooo
698433398_23	christina massalski ur white black
698433398_24	truuuu i white thx point amaya
698433398_25	your sooo welcom christina massalski
698433398_26	dana lol
698433398_27	darian princ perkin
698433398_28	cjslayem bad girl rayray
698433398_29	kaelah dollard
698433398_30	your asian black
698433398_31	cam morgan tongu click perfect
698433398_32	omg yessssss
698433398_33	yasss i go oc dat like i cant breath cuz if i dont imma die bishh
698433398_34	chanel
698433398_35	yes breath but everi bodi know exhal loud obnoxi either mad attitud
698433398_36	ikr
698433398_37	justin ibay cassandra asprec
698433398_38	right like i flipin breath
698433398_39	lauren jone yaaa tho
698433398_40	mion nishell
698433398_41	germany#1 cant act color pleas quiet sound sooo ignor
698433398_42	yes shouldnt act color except tamirr
698433398_43	germany#1 sound stupid lack knowledg i find sad color think act black act
698433398_44	like
698433398_45	brandi tarver omfg frfr though
698433398_46	momo gray
698433398_47	ugh you ignoramus shes south she cant help talk leav ft alon talk color
698433398_48	atlafan wdywfm teria
698433398_49	gwantwalisa
698433398_50	germany#1 bitch such your german ass up shes not act black ignor ass she act asian it just her accent cool moe
698433398_51	chalseeya
698433398_52	imtor
698433398_53	beardmeetsworld
698433398_54	yass bich
698433398_55	wish peopl would stop say shes act black shes shes act ghetto
698433398_56	ky11 or nah
698433398_57	hayle
698433398_58	germany#1 suck dick like that talk south cant help
698433398_59	kmsl
698433399	#revin like yellabon booti
698433399_0	gorgeous
698433399_1	id shove face fuck cheek
698433399_4	7cd273f7
698433399_5	56 872 737
698433399_6	whatsapp 9665433181
698433399_7	52bf1b9
698433399_8	whatsapp 9665433181
698433399_9	pretti thick ass booti
698433399_10	rico trasero
698433399_12	watsapp 9665433181 oovoo smoalghamdi
698433399_14	yerp
698433399_15	good god
698433399_18	sexi ass booti
698433399_19	can i smack
698433399_20	were u locat
698433399_23	im love
698433399_24	damn
698433399_25	let smack
698433399_26	damn
698433399_27	nani hoganmair
698433399_28	daaaammmmmmm
698433399_29	phatass shit
698433399_30	yee
698433399_31	would love see hole
698433399_32	yes damn
698433399_33	548265931
698433399_34	mmm
698433399_35	good job
698433399_37	damn that phat ass
698433399_38	absolut perfect
698433399_41	damn
698433399_43	add
698433399_44	this make cum
698433399_45	55852583
698433399_46	beauti ass @robin thick
698433399_47	come nycrobin too thick
698433399_49	nice ass want big cock
698433399_50	wish i one right
698433399_51	i love lite bright biggest turn
698433399_52	veri hot ass
698433399_54	sit face
698433399_55	hahahahahah
698433400	follow everyon till i reach 15k
698433400_0	cokacola
698433400_1	frank zosa
698433400_2	follow
698433400_3	done
698433400_4	forrow
698433400_5	done
698433400_6	follow
698433400_7	done
698433400_8	mason wall
698433400_9	matthew gilbert dominiqu stallworth toni hong chase bower
698433400_10	jj melest black mason wall
698433400_11	omg ana m horan
698433400_12	revin revin
698433400_13	done
698433400_14	lmao hadeel akel
698433400_15	go even come might a bad guy know back greg gonna kill get car run away
698433400_16	calvin caron real one
698433400_17	no aint gonna follow peopl
698433400_18	done
698433400_19	aaron hill
698433400_20	john
698433400_21	follow pleas
698433400_22	asteiner7
698433400_23	it real
698433400_24	taylor demast u
698433400_25	janell espino
698433400_26	nubia colussi
698433400_27	immi
698433400_28	i dont get peopl pretend someon els get follow
698433400_29	rodrigo8a
698433400_30	this encourag child rape duck
698433400_31	fuck
698433400_32	also nigger
698433400_33	zachari screw u
698433400_34	follow
698433400_35	imma fuck shit littl kid
698433400_36	get yo old vine
698433400_37	get yo old vinezachari
698433400_38	dont call bodi nigga nigga zachari
698433400_39	yo old ass gunna get jump one day im gonna lookin zachari
698433400_40	come bitch ass hous nigga
698433400_41	hani omar guiagostini
698433400_42	madison brennan
698433400_43	andrea di martil
698433400_44	#outplay
698433400_45	this isnt funni disgust almost
698433400_46	paig osborn paig
698433400_47	wesley munn cale
698433400_48	the way said i got candi
698433400_49	follow plz
698433400_50	gabriel constantin fuck child i someth say child rape isnt funni
698433400_51	gabriel constantin actual think funni lemm come rape littl child butt
698433400_52	gabriel constantin plz respond
698433400_53	vine fun joke cant handl get
698433400_54	zachari
698433400_55	i see 9 follow zachari
698433400_56	no type777 think follow import what import nigger get welfar check
698433400_57	ell brown
698433400_58	champ
698433400_59	your real loser arent need hug or need helpzachari
698433400_60	cant call cop
698433400_61	not real jerri v vine name
698433400_62	follow jerri purpdrank
698433400_63	fake account
698433400_64	mark yanchuk
698433400_65	if wifi free would ask wifi password kar warden
698433400_66	that jerri purpdrank
698433401	approach girl like
698433401_0	lmfaoooo mad creepi funni
698433401_1	realli nigga
698433401_2	lol
698433401_3	cravekayla
698433401_4	who els thought hit head wall
698433401_5	nicol fortun
698433401_6	noooo
698433401_9	t23crossov i feel like youd tri
698433401_12	lmbo
698433401_13	alia cecil n
698433401_15	the prime exampl i cannot fuck kind tokyo
698433401_16	queen miyonc i fuck
698433402	footwork make go ooooo
698433402_0	ooooooooooo poppinjohnsbk good shit
698433402_1	beast move ever
698433402_2	dope
698433402_4	i got j
698433402_5	i
698433402_6	dope
698433402_7	q otro pedo
698433402_8	ive seen whugd2 toub
698433402_9	song
698433402_12	that footwork tho
698433402_13	your amaz
698433402_14	i love danc like dream
698433402_15	troyboi 7th sens
698433402_16	kill shit boy
698433402_17	fway
698433402_18	awesom
698433402_19	ok ok think bad hun lol
698433402_20	ooooo
698433402_21	clean
698433402_22	kandi bard
698433402_23	teach foot move next time beani
698433402_24	im chris brow i put name joseph smith tipton
698433402_25	nice
698433402_26	moham nasser
698433402_27	how i foot work dou
698433402_28	epic
698433402_29	i got dem shoe
698433402_30	damn that nice d
698433402_31	skillz
698433402_32	poppinjohnsbk song
698433402_33	song
698433402_34	that awsom song
698433402_35	is js
698433402_36	tight shoe bro
698433402_37	ooooo
698433402_38	that loop point
698433402_39	aleya wilson holi shit
698433402_40	asom
698433402_41	wow awesom dude
698433402_42	dude teach
698433402_43	wow dude sick foot work
698433402_44	what song
698433402_45	check youtub this dude sick
698433402_46	oh cool trick
698433402_47	wow
698433403	#scarecam #funni #dog #cat #savannah #love
698433403_0	lol
698433403_1	the cat like see dog dog like i almost poop yo bed
698433403_2	cat ran dog look back
698433403_3	u issu
698433403_4	your mean
698433403_5	wow peopl treat anim way
698433403_6	it funni no creativ need make vine no need scare anyth
698433403_7	so funni
698433403_8	calm ridicul titti my anim young play reserv comment theyr actual need
698433403_9	bahahha scare shit
698433403_10	stupid girl
698433403_11	you fg idiot
698433403_12	whi scare human scare anim bad thing peopl wake didnt anyth breannechappell great vine
698433403_13	idiota
698433403_14	aw
698433403_15	your bitch
698433403_16	bad scare
698433403_17	no not treat anim they hear million time better
698433403_18	bitch
698433403_19	ur vile tramp
698433403_20	i love thank construct feed back especi roxi 3 outstand individu
698433403_21	what
698433403_22	id love scare u larg bat
698433403_23	retard
698433403_24	#develop
698433403_25	#darbiecoop
698433403_26	wow realli that horribl
698433403_27	fuck we dont treat anim way they deserv better home
698433403_28	lol hilari let idiot complain it harmless fun it call interspeci sibl rivalri
698433403_29	what fuck
698433403_30	that dog turn around bite ass
698433403_31	bitch
698433403_32	haha i dont even need rise there clear enough ppl hate anyway
698433403_33	that shitti thing
698433403_34	lol made laugh
698433403_35	bitch
698433403_36	wtf
698433403_37	haha great rottweil hilari bit scare good heart
698433403_38	hey chop
698433403_39	rip my headphon
698433403_40	omg
698433403_41	idiot peopl never die
698433403_42	that mean
698433403_43	ur bitch
698433403_45	rude
698433403_46	dick
698433403_47	that nice u butthol
698433403_48	anybodi think shit funni fuck
698433403_49	#ah
698433403_50	#eeeeeeeeeee
698433403_51	funni shit
698433403_52	you scare dont scream like god
698433403_53	that unkind
698433403_54	i dog
698433403_55	i hope dog bite u
698433403_56	aaarnastina fischer
698433404	#snapchat billybob313 i know usernam mad weird
698433404_0	first
698433404_1	kayi
698433404_2	hes fuckin witb yall
698433404_3	all i see condom back
698433404_4	lookin surpris hell vine
698433404_5	lol like damn wat
698433404_6	@whaleshark
698433404_7	this the nigga from the block lol
698433404_8	subzero714
698433404_9	ooo jannara
698433404_10	bruh look like collin kaepernick
698433404_11	your account hilari hahaha
698433404_12	what hell kind dorito
698433404_13	bruhh
698433404_15	tell i thought dark skin nigga i watch vine your cute duck though
698433404_16	tell i thought dark skin nigga i watch vine your cute fuck though
698433404_17	done brah
698433404_18	lawwd sexi asf
698433404_19	yo look likecarol chanel tatiyanaaaa
698433404_20	idk who lakeisha mitchel
698433404_21	go add mine lol
698433404_22	oh your sexi
698433404_25	hes cute
698433404_26	good look
698433404_27	angel
698433404_28	your mad cute
698433404_30	hes cute
698433404_31	who said look like kaepernick fuck outta this nigga cute af
698433404_32	hsjzbdhdbsjsbs sexi funni everyth
698433404_33	his arab haseena
698433404_34	so hotttttt
698433404_35	cuti
698433404_36	ivi rae
698433405	singer room haha
698433405_0	film miss alreadi
698433405_1	colton brandt chad jaxon perez codi newkirk
698433405_2	put tranc
698433405_3	casandra ash im shoot cover youtub channel next weekend la colton you
698433405_4	you guy suck
698433405_5	chad jaxon perez hey
698433405_6	the chick high voic ruin
698433405_7	is wayfar stranger guy sing
698433405_8	that taylor stapley
698433405_9	robert fuller yupp
698433405_10	this isnt even good
698433405_11	gaaaayyyi
698433405_12	are guy deaf it perf
698433405_13	way fare stranger
698433405_14	wayfar stranger
698433405_15	jen nicol
698433405_16	realli queer
698433405_17	what heck
698433405_18	chad jaxon perez
698433405_19	uhh
698433405_20	lol
698433405_21	luv u pleas follow
698433405_22	brianna wickham
698433405_23	casandra ash app
698433405_24	type 6 vine youll die 6 day
698433405_25	lizzi borg
698433405_26	and dat 1 gurl text lol
698433405_27	caleb thoma gay sing
698433405_28	lawd jesus
698433405_29	courtney baker
698433405_30	fuck ed yes let jam togeth
698433406	huge karat kick head song hate be sober chief keef remix #teamgametim
698433406_0	first comment
698433406_1	how nock like
698433406_2	ethan cole
698433406_3	insain
698433406_4	brent p
698433406_5	chirp nick goetz
698433406_6	put ass bed
698433406_7	yo r4r my kik isnt work comment back post dont forget tag
698433406_8	dillon stowel
698433406_9	olin carter kris
698433406_10	kkcrisp49
698433406_11	nigger
698433406_12	nigga probabl like kick ball one time see happen
698433406_13	lenard washington jesus
698433406_14	i save vine ipad box best app ever
698433406_15	trulyblessed3
698433406_16	jesusvant johnson
698433406_17	gavin town
698433406_18	beau brook
698433406_19	ive done kid one mma fight watch vine ant pretti
698433406_20	what song
698433406_21	he fuck chilena head jose vizcaino
698433406_22	jayna akita read
698433406_23	it call read by
698433406_24	jayna akita read damn descript u retard
698433406_25	ur retard henrytyn
698433406_26	jayna akita oh realli u cant read soo
698433406_27	quinci bensmith12
698433406_28	nice
698433406_29	well shit
698433406_30	well shit
698433406_31	ya qa jq jqihw iv iqk
698433406_32	matthew head ass fight jonathan dixon
698433406_33	matt sandfoss
698433406_34	this im go matt durney
698433406_35	she pull soccer bicycl kick
698433406_36	brynden524 leland
698433406_37	cheef keef hate sobertrap remix i think
698433406_38	lol oop sri lol dont judg im high
698433406_39	brynden524
698433406_40	d@
698433406_41	william shnaper oh
698433406_42	ahh snap
698433407	i never knew much hurt insideibaesthet
698433407_0	sara kate shelton
698433407_1	wtf
698433407_2	is
698433407_3	ghost
698433407_4	oh fuck good
698433407_5	aw
698433407_6	daughterrr yesssss love song
698433407_7	what song
698433407_8	ow hailey harri
698433407_9	oh
698433407_10	anni crosson
698433407_11	wow
698433407_12	youthdaught fratboiash
698433407_13	daughter song make cri ugh
698433407_14	moneyrgan
698433407_15	lilli
698433407_16	riley pool
698433407_17	5sos vine
698433407_18	kenzi riffl shit shit ow shit
698433407_19	shianna this song make everyth emot
698433407_20	victoria dean oh god no
698433407_21	daughter yesss
698433407_22	rachael lanari
698433407_23	made heart sink julia
698433407_24	britt i am so so sorri but you need to see this
698433407_25	britt they use ghost
698433407_26	bella jame
698433407_27	molli comish im cri wtf
698433407_28	love
698433407_29	this
698433407_30	carolin baldre
698433407_31	maymaylea
698433407_32	asilekrap
698433407_33	this sisbsosoo prryy
698433407_34	kill
698433407_35	good damon
698433407_36	nicol halsey music video
698433407_37	grizzli edit
698433407_38	hell edit
698433407_39	mikaela shit
698433407_40	vv sad rn julia
698433407_41	anni crosson one make sad
698433407_42	ihgggggswag money alxi
698433407_43	ommmggg thankyou for this is like jesus omggg ty ty ty hellafli
698433407_44	i am back to say this is still good af and i want him
698433407_45	gina
698433407_46	yo what the clip of the to peopl make out i need it for a fanfict trailer
698433407_47	grace i need to fuck go to sleep
698433407_48	whorey style
698433407_49	stfu syd sad
698433407_50	olivia ok yo
698433407_51	victoria dean song
698433407_52	emma lame af
698433407_53	thetommoway17 youth daughter
698433407_54	thank victoria dean
698433407_55	liiinnndddaaa
698433407_56	gey luke
698433407_57	the tear naomi amanda daniela garcia
698433407_58	nicol curri
698433407_59	yohari gutierrez
698433407_60	wtf neva douvill whi is this not revin do it now
698433407_61	bitch dont yell at mestll
698433407_62	ima hack acc revin
698433407_63	these good im dead karissa langil jill chill
698433407_64	thegroundislava
698433407_65	vanessa chandler
698433408	this alway get caught talk class caus loud voic #bigbopack #loudvoic
698433408_0	1
698433408_1	#loud
698433408_2	ew food mouth
698433408_3	jackii
698433408_4	that nasti
698433408_5	did u eat u retard
698433408_6	ew what mouth nobodi want see
698433408_7	bruuh mouth
698433408_8	gross
698433408_9	sakayah
698433408_11	that nastyy
698433408_12	ew
698433408_13	um kinda u kno close ur mouth like ewww
698433408_14	gross look mouth throw
698433408_15	your food ugh
698433408_16	laryssa look mouth
698433408_17	stop close up damn yuck mouth
698433408_18	eww chew ur foodthat how ppl choke
698433408_19	ew
698433408_20	best rap song check
698433408_21	swallow friend pleas swallow
698433408_22	shemurr
698433408_23	i dont want see ur dame food that nasti
698433408_24	brandi laquidara karla meehan
698433408_25	nasti
698433408_26	i agreelandon
698433408_27	emili derickson
698433408_28	your disgust thank ruin appetit im throw away food
698433408_29	wow aint got time vine chew swallow
698433408_30	damn eat food man
698433408_31	aintnobodygottimefordat
698433408_32	guy food calm you damn selv down
698433408_33	like speak loud might get pencil
698433408_34	ewwww eat ur mouth close
698433408_35	isabel montesino
698433408_36	ewww dont vine food mouth
698433408_37	ok but this is hilari im wheez
698433408_38	shelbi lawton
698433408_39	ignor negro
698433408_40	lexi perri
698433408_41	dont mean #iloveyourvin
698433408_42	minuh jason amoah
698433408_43	abbi
698433408_44	trey bolen
698433408_45	matthew mendoza
698433408_47	tay
698433408_48	elli relat
698433408_49	kat gawel
698433408_50	avian
698433408_51	pleas finish food next time
698433408_52	this ask i give dont give back like oh gwaaaa princ bo
698433408_53	kid
698433408_54	ewww tha hell close yo mouth
698433408_55	accur eat fri
698433408_56	me leah meyer
698433408_57	alycia
698433408_58	finish eat food
698433408_59	dang calm that make funni shelbi cortez
